"case_id","persona","p","risky_reward","certain_reward","model","template","age","cancer_type","answer_choice","answer_meaning","reason"
"p_0.50_ce_0_patient_prostate_cancer_80_forward","patient",0.5,1000,0,"gpt-4.1-mini","forward",80,"prostate_cancer","Option A","risky","I would prefer to take the chance of gaining significant recurrence-free days rather than having no benefit at all."
"p_1.00_ce_0_patient_colorectal_cancer_70_reversed","patient",1.0,1000,0,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option B","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize quality and length of life despite the advanced cancer stage."
"p_0.50_ce_1000_patient_lung_cancer_70_reversed","patient",0.5,1000,1000,"gpt-4.1-mini","reversed",70,"lung_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days rather than risking no benefit with a 50% chance."
"p_0.00_ce_1000_patient_colorectal_cancer_80_forward","patient",0.0,1000,1000,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option B","certain","I would choose the guaranteed outcome of 1000 recurrence-free days to maximize quality time and certainty in my remaining life."
"p_1.00_ce_1000_doctor_gstric_cancer_60_reversed","doctor",1.0,1000,1000,"gpt-4.1-mini","reversed",60,"gstric_cancer","Option A","certain","Both options guarantee the same outcome with certainty, so I would choose Option A as it clearly states a 100% certainty, aligning with my preference for assured results."
"p_0.00_ce_1000_family_lung_cancer_80_forward","family",0.0,1000,1000,"gpt-4.1-mini","forward",80,"lung_cancer","Option B","certain","I would prefer a guaranteed outcome of 1000 recurrence-free days to maximize quality of life and reduce uncertainty."
"p_0.50_ce_0_patient_colorectal_cancer_60_forward","patient",0.5,1000,0,"gpt-4.1-mini","forward",60,"colorectal_cancer","Option A","risky","I am willing to take the 50% chance of gaining a significant amount of recurrence-free time rather than accepting zero days with certainty."
"p_0.00_ce_1000_patient_gstric_cancer_70_forward","patient",0.0,1000,1000,"gpt-4.1-mini","forward",70,"gstric_cancer","Option B","certain","I would choose the guaranteed 1000 recurrence-free days because certainty provides peace of mind and maximizes quality time without cancer recurrence."
"p_1.00_ce_1000_doctor_colorectal_cancer_70_forward","doctor",1.0,1000,1000,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option B","certain","Both options offer the same outcome with certainty, but Option B explicitly guarantees 1000 recurrence-free days, providing clear reassurance."
"p_1.00_ce_1000_patient_colorectal_cancer_60_forward","patient",1.0,1000,1000,"gpt-4.1-mini","forward",60,"colorectal_cancer","Option A","risky","Both options offer the same outcome with certainty, but Option A clearly states the probability and outcome, aligning with my preference for transparency in treatment effects."
"p_0.00_ce_500_doctor_breast_cancer_80_reversed","doctor",0.0,1000,500,"gpt-4.1-mini","reversed",80,"breast_cancer","Option A","certain","I prefer certainty and value guaranteed recurrence-free days over uncertain outcomes with no chance of extended benefit."
"p_1.00_ce_0_patient_lung_cancer_50_reversed","patient",1.0,1000,0,"gpt-4.1-mini","reversed",50,"lung_cancer","Option B","risky","I would choose the drug that guarantees 1000 recurrence-free days because it offers a clear and significant benefit in quality and length of life."
"p_1.00_ce_0_family_colorectal_cancer_70_forward","family",1.0,1000,0,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option A","risky","I would choose the treatment that guarantees 1000 recurrence-free days, as maximizing quality and length of life is my priority."
"p_0.50_ce_500_family_colorectal_cancer_60_reversed","family",0.5,1000,500,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all with the 50% chance of 1000 days."
"p_1.00_ce_0_patient_gstric_cancer_80_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",80,"gstric_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days, valuing the certainty of extended quality time despite the advanced cancer stage."
"p_0.50_ce_0_doctor_lung_cancer_70_forward","doctor",0.5,1000,0,"gpt-4.1-mini","forward",70,"lung_cancer","Option A","risky","I prefer taking the chance for a significant benefit of 1000 recurrence-free days rather than accepting no benefit at all."
"p_0.00_ce_500_family_breast_cancer_50_reversed","family",0.0,1000,500,"gpt-4.1-mini","reversed",50,"breast_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days over a treatment with no chance of extending that period, prioritizing guaranteed outcomes to maximize quality time."
"p_1.00_ce_1000_doctor_breast_cancer_60_reversed","doctor",1.0,1000,1000,"gpt-4.1-mini","reversed",60,"breast_cancer","Option A","certain","Both options offer the same certainty and outcome, so I would choose Option A as it explicitly guarantees 1000 recurrence-free days, aligning with my preference for assured results."
"p_0.50_ce_500_patient_lung_cancer_70_forward","patient",0.5,1000,500,"gpt-4.1-mini","forward",70,"lung_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with a 50% chance."
"p_0.00_ce_0_doctor_breast_cancer_50_reversed","doctor",0.0,1000,0,"gpt-4.1-mini","reversed",50,"breast_cancer","Option A","certain","Choosing a guaranteed outcome, even if unfavorable, avoids false hope and allows planning, whereas option B offers no real chance of benefit."
"p_1.00_ce_500_doctor_colorectal_cancer_70_forward","doctor",1.0,1000,500,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option A","risky","I prefer the certainty of a longer recurrence-free period to maximize quality and quantity of life."
"p_1.00_ce_500_patient_colorectal_cancer_70_reversed","patient",1.0,1000,500,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option B","risky","I prefer the longer guaranteed recurrence-free period to maximize quality time despite the advanced stage."
"p_0.00_ce_1000_doctor_colorectal_cancer_70_forward","doctor",0.0,1000,1000,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days, as it provides a clear and definitive benefit to quality of life."
"p_1.00_ce_0_family_lung_cancer_60_forward","family",1.0,1000,0,"gpt-4.1-mini","forward",60,"lung_cancer","Option A","risky","Choosing the treatment that guarantees 1000 recurrence-free days offers the best chance for a meaningful and extended quality of life."
"p_1.00_ce_500_family_colorectal_cancer_50_reversed","family",1.0,1000,500,"gpt-4.1-mini","reversed",50,"colorectal_cancer","Option B","risky","I prefer the guaranteed longer recurrence-free period of 1000 days, as maximizing quality time is my priority."
"p_0.50_ce_500_family_lung_cancer_60_reversed","family",0.5,1000,500,"gpt-4.1-mini","reversed",60,"lung_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all, valuing guaranteed quality time over a gamble."
"p_0.50_ce_500_patient_breast_cancer_60_reversed","patient",0.5,1000,500,"gpt-4.1-mini","reversed",60,"breast_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit with a 50% chance."
"p_0.50_ce_0_family_breast_cancer_80_forward","family",0.5,1000,0,"gpt-4.1-mini","forward",80,"breast_cancer","Option A","risky","I would prefer to take the chance for a significant benefit rather than accept a guaranteed outcome of no recurrence-free days."
"p_1.00_ce_500_family_breast_cancer_70_reversed","family",1.0,1000,500,"gpt-4.1-mini","reversed",70,"breast_cancer","Option B","risky","I would prefer the longer guaranteed recurrence-free period to maximize quality time and reduce the risk of cancer returning."
"p_0.00_ce_1000_family_gstric_cancer_50_reversed","family",0.0,1000,1000,"gpt-4.1-mini","reversed",50,"gstric_cancer","Option A","certain","I would choose the guaranteed 1000 recurrence-free days to maximize quality and certainty of life without the risk of no benefit."
"p_0.50_ce_0_family_breast_cancer_70_forward","family",0.5,1000,0,"gpt-4.1-mini","forward",70,"breast_cancer","Option A","risky","I would prefer to take the chance for a significant recurrence-free period rather than accept a guaranteed outcome of no recurrence-free days."
"p_1.00_ce_0_patient_colorectal_cancer_80_reversed","patient",1.0,1000,0,"gpt-4.1-mini","reversed",80,"colorectal_cancer","Option B","risky","I would choose the drug that offers 1000 recurrence-free days because it provides a significant period of quality life without cancer recurrence."
"p_1.00_ce_500_patient_prostate_cancer_70_reversed","patient",1.0,1000,500,"gpt-4.1-mini","reversed",70,"prostate_cancer","Option B","risky","I would choose the option that offers the longest recurrence-free period with certainty, maximizing my quality time."
"p_0.50_ce_1000_patient_gstric_cancer_80_forward","patient",0.5,1000,1000,"gpt-4.1-mini","forward",80,"gstric_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days rather than risking getting none."
"p_1.00_ce_1000_doctor_lung_cancer_70_reversed","doctor",1.0,1000,1000,"gpt-4.1-mini","reversed",70,"lung_cancer","Option A","certain","Both options provide the same outcome with certainty, but Option A clearly states a guaranteed benefit, aligning with a preference for certainty in treatment outcomes."
"p_1.00_ce_1000_doctor_gstric_cancer_80_forward","doctor",1.0,1000,1000,"gpt-4.1-mini","forward",80,"gstric_cancer","Option B","certain","Both options effectively offer the same outcome of 1000 recurrence-free days with certainty, so I prefer the one that explicitly guarantees this result without ambiguity."
"p_0.50_ce_1000_patient_colorectal_cancer_60_reversed","patient",0.5,1000,1000,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days rather than risking no benefit with the 50% chance option."
"p_0.00_ce_0_doctor_prostate_cancer_70_forward","doctor",0.0,1000,0,"gpt-4.1-mini","forward",70,"prostate_cancer","Option B","certain","Since Option A offers no chance of benefit and Option B guarantees no benefit, I prefer the certainty of Option B to avoid false hope and focus on symptom management."
"p_0.00_ce_1000_family_colorectal_cancer_60_reversed","family",0.0,1000,1000,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option A","certain","I would prefer the guaranteed 1000 recurrence-free days to maximize my quality and length of life without uncertainty."
"p_1.00_ce_0_patient_colorectal_cancer_60_reversed","patient",1.0,1000,0,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option B","risky","I would choose the drug that guarantees 1000 recurrence-free days as it offers a clear and significant benefit in quality and length of life."
"p_0.50_ce_0_patient_lung_cancer_50_reversed","patient",0.5,1000,0,"gpt-4.1-mini","reversed",50,"lung_cancer","Option B","risky","I prefer to take the chance for a significant period of recurrence-free days rather than accepting no improvement with certainty."
"p_1.00_ce_500_family_gstric_cancer_50_forward","family",1.0,1000,500,"gpt-4.1-mini","forward",50,"gstric_cancer","Option A","risky","I would choose the drug that provides a longer recurrence-free period with certainty, as more time without cancer recurrence is preferable."
"p_0.00_ce_1000_family_gstric_cancer_80_reversed","family",0.0,1000,1000,"gpt-4.1-mini","reversed",80,"gstric_cancer","Option A","certain","I would choose the guaranteed 1000 recurrence-free days because certainty and quality time are very important to me at this stage."
"p_1.00_ce_500_doctor_gstric_cancer_60_forward","doctor",1.0,1000,500,"gpt-4.1-mini","forward",60,"gstric_cancer","Option A","risky","I would prefer the certainty of a longer recurrence-free period, as it maximizes the time without disease and aligns with a risk-neutral approach."
"p_0.00_ce_0_patient_prostate_cancer_80_reversed","patient",0.0,1000,0,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option A","certain","I prefer certainty over uncertainty, even if the outcome is unfavorable, rather than hoping for a benefit with zero probability."
"p_1.00_ce_0_patient_lung_cancer_80_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",80,"lung_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize quality and quantity of life despite the diagnosis."
"p_0.00_ce_1000_family_colorectal_cancer_50_forward","family",0.0,1000,1000,"gpt-4.1-mini","forward",50,"colorectal_cancer","Option B","certain","I prefer certainty and would choose the guaranteed 1000 recurrence-free days to maximize quality and peace of mind."
"p_1.00_ce_500_doctor_breast_cancer_80_forward","doctor",1.0,1000,500,"gpt-4.1-mini","forward",80,"breast_cancer","Option A","risky","I would prefer the certainty of the longest possible recurrence-free period, maximizing quality time without disease recurrence."
"p_0.00_ce_500_patient_gstric_cancer_70_reversed","patient",0.0,1000,500,"gpt-4.1-mini","reversed",70,"gstric_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risk getting no benefit at all."
"p_0.00_ce_0_doctor_prostate_cancer_50_forward","doctor",0.0,1000,0,"gpt-4.1-mini","forward",50,"prostate_cancer","Option B","certain","Since Option A offers no chance of benefit, choosing Option B with a guaranteed outcome avoids false hope and allows for clearer planning."
"p_1.00_ce_1000_family_gstric_cancer_80_reversed","family",1.0,1000,1000,"gpt-4.1-mini","reversed",80,"gstric_cancer","Option A","certain","Both options provide the same outcome with full certainty, so I would choose Option A as it clearly guarantees 1000 recurrence-free days without any ambiguity."
"p_0.00_ce_500_family_gstric_cancer_50_reversed","family",0.0,1000,500,"gpt-4.1-mini","reversed",50,"gstric_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit with the uncertain option."
"p_0.00_ce_1000_patient_gstric_cancer_50_forward","patient",0.0,1000,1000,"gpt-4.1-mini","forward",50,"gstric_cancer","Option B","certain","I would choose the guaranteed 1000 recurrence-free days to maximize my quality and length of life with certainty."
"p_0.00_ce_1000_family_gstric_cancer_80_forward","family",0.0,1000,1000,"gpt-4.1-mini","forward",80,"gstric_cancer","Option B","certain","I would prefer the certainty of 1000 recurrence-free days rather than risk getting none, as quality and length of life are very important to me."
"p_0.50_ce_0_family_prostate_cancer_80_reversed","family",0.5,1000,0,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option B","risky","I would prefer taking the chance for a longer recurrence-free period, even if it's only a 50% probability, rather than having no recurrence-free days guaranteed."
"p_0.00_ce_500_family_breast_cancer_70_forward","family",0.0,1000,500,"gpt-4.1-mini","forward",70,"breast_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all with the uncertain option."
"p_0.00_ce_500_family_prostate_cancer_60_reversed","family",0.0,1000,500,"gpt-4.1-mini","reversed",60,"prostate_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than facing no chance of 1000 days, valuing guaranteed quality time."
"p_0.50_ce_500_doctor_breast_cancer_50_reversed","doctor",0.5,1000,500,"gpt-4.1-mini","reversed",50,"breast_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days over the gamble of potentially more days with a 50% chance, valuing guaranteed quality time."
"p_0.00_ce_0_doctor_gstric_cancer_80_reversed","doctor",0.0,1000,0,"gpt-4.1-mini","reversed",80,"gstric_cancer","Option A","certain","I prefer certainty over uncertainty, and with Option A, I know the outcome rather than having a 0% chance of benefit with Option B."
"p_0.50_ce_0_doctor_prostate_cancer_80_reversed","doctor",0.5,1000,0,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option B","risky","I prefer to take the chance for a meaningful recurrence-free period, valuing potential quality time over a guaranteed lack of benefit."
"p_0.00_ce_0_family_prostate_cancer_80_forward","family",0.0,1000,0,"gpt-4.1-mini","forward",80,"prostate_cancer","Option B","certain","I prefer certainty about the outcome rather than a zero percent chance of benefit, as it allows me to plan and accept the reality."
"p_1.00_ce_500_family_colorectal_cancer_80_reversed","family",1.0,1000,500,"gpt-4.1-mini","reversed",80,"colorectal_cancer","Option B","risky","I would prefer the longer recurrence-free period of 1000 days, as it offers more time and hope for quality life despite the risks."
"p_1.00_ce_500_family_breast_cancer_50_reversed","family",1.0,1000,500,"gpt-4.1-mini","reversed",50,"breast_cancer","Option B","risky","I would prefer the longer recurrence-free period of 1000 days with certainty, as maximizing quality time is my priority."
"p_1.00_ce_0_patient_colorectal_cancer_80_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days because it offers a chance to live longer without the cancer returning, which is valuable to me."
"p_0.50_ce_0_patient_colorectal_cancer_70_reversed","patient",0.5,1000,0,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option B","risky","I prefer to take the chance for a longer recurrence-free period rather than accepting no benefit at all."
"p_0.00_ce_1000_family_colorectal_cancer_70_forward","family",0.0,1000,1000,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option B","certain","I would choose the guaranteed 1000 recurrence-free days to ensure certainty and peace of mind, avoiding any risk of recurrence."
"p_0.00_ce_500_patient_colorectal_cancer_80_reversed","patient",0.0,1000,500,"gpt-4.1-mini","reversed",80,"colorectal_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all with Option B."
"p_0.00_ce_0_doctor_prostate_cancer_50_reversed","doctor",0.0,1000,0,"gpt-4.1-mini","reversed",50,"prostate_cancer","Option A","certain","Choosing a drug with a guaranteed outcome, even if unfavorable, avoids false hope and uncertainty, which I prefer over a treatment with zero chance of success."
"p_0.50_ce_0_patient_colorectal_cancer_80_forward","patient",0.5,1000,0,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option A","risky","I prefer to take a chance for a significant period of recurrence-free days rather than accept no benefit at all."
"p_0.00_ce_500_patient_colorectal_cancer_70_reversed","patient",0.0,1000,500,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all with Option B."
"p_0.00_ce_500_patient_breast_cancer_80_forward","patient",0.0,1000,500,"gpt-4.1-mini","forward",80,"breast_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all with Option A."
"p_1.00_ce_1000_doctor_colorectal_cancer_80_forward","doctor",1.0,1000,1000,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option A","risky","Both options guarantee the same outcome with certainty, but the wording of Option A aligns more with my preference for a probabilistic understanding rather than an absolute guarantee."
"p_1.00_ce_0_doctor_colorectal_cancer_70_reversed","doctor",1.0,1000,0,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option B","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize quality of life and survival time."
"p_1.00_ce_0_patient_breast_cancer_50_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",50,"breast_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize my quality and length of life despite the advanced stage of my cancer."
"p_0.50_ce_500_family_lung_cancer_70_reversed","family",0.5,1000,500,"gpt-4.1-mini","reversed",70,"lung_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit with a 50% chance, valuing guaranteed stability in my health."
"p_1.00_ce_500_patient_lung_cancer_50_reversed","patient",1.0,1000,500,"gpt-4.1-mini","reversed",50,"lung_cancer","Option B","risky","I would choose the option that offers the longest guaranteed recurrence-free period, maximizing my quality and length of life."
"p_0.00_ce_0_family_prostate_cancer_50_reversed","family",0.0,1000,0,"gpt-4.1-mini","reversed",50,"prostate_cancer","Option A","certain","Option A guarantees no recurrence-free days, which is a known outcome, whereas Option B offers no chance of a long recurrence-free period, making Option A the more certain choice."
"p_1.00_ce_0_patient_lung_cancer_70_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",70,"lung_cancer","Option A","risky","I prefer to maximize my quality and length of recurrence-free life, so I choose the drug that guarantees 1000 recurrence-free days."
"p_0.50_ce_1000_patient_lung_cancer_70_forward","patient",0.5,1000,1000,"gpt-4.1-mini","forward",70,"lung_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days over the risk of getting nothing with a 50% chance."
"p_0.50_ce_0_doctor_breast_cancer_80_forward","doctor",0.5,1000,0,"gpt-4.1-mini","forward",80,"breast_cancer","Option A","risky","I would prefer to take the chance of gaining significant recurrence-free time rather than accepting no benefit at all."
"p_0.50_ce_1000_family_prostate_cancer_80_forward","family",0.5,1000,1000,"gpt-4.1-mini","forward",80,"prostate_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days rather than taking a risk with a 50% chance, especially at my age."
"p_0.50_ce_0_doctor_lung_cancer_70_reversed","doctor",0.5,1000,0,"gpt-4.1-mini","reversed",70,"lung_cancer","Option B","risky","I prefer to take the chance for a significant recurrence-free period rather than accept no benefit at all, valuing potential quality time despite the risk."
"p_0.00_ce_1000_patient_gstric_cancer_60_reversed","patient",0.0,1000,1000,"gpt-4.1-mini","reversed",60,"gstric_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to maximize quality time, rather than risk having none."
"p_0.00_ce_0_patient_breast_cancer_60_forward","patient",0.0,1000,0,"gpt-4.1-mini","forward",60,"breast_cancer","Option B","certain","Since Option A offers no chance of benefit, I prefer the certainty of Option B to avoid false hope."
"p_0.00_ce_500_doctor_lung_cancer_60_forward","doctor",0.0,1000,500,"gpt-4.1-mini","forward",60,"lung_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days over the uncertainty of potentially no benefit."
"p_1.00_ce_1000_family_lung_cancer_70_forward","family",1.0,1000,1000,"gpt-4.1-mini","forward",70,"lung_cancer","Option B","certain","I prefer the certainty of guaranteed 1000 recurrence-free days to avoid any risk or uncertainty in treatment outcomes."
"p_0.00_ce_500_doctor_prostate_cancer_80_reversed","doctor",0.0,1000,500,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days over the impossible chance of 1000 days, valuing guaranteed quality time."
"p_0.50_ce_500_family_breast_cancer_70_reversed","family",0.5,1000,500,"gpt-4.1-mini","reversed",70,"breast_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting fewer or no recurrence-free days with a 50% chance."
"p_0.50_ce_500_family_gstric_cancer_70_forward","family",0.5,1000,500,"gpt-4.1-mini","forward",70,"gstric_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with Option A."
"p_1.00_ce_500_doctor_lung_cancer_60_forward","doctor",1.0,1000,500,"gpt-4.1-mini","forward",60,"lung_cancer","Option A","risky","I prefer the certainty of a longer recurrence-free period to maximize quality of life and reduce anxiety about cancer returning."
"p_0.00_ce_0_doctor_gstric_cancer_70_forward","doctor",0.0,1000,0,"gpt-4.1-mini","forward",70,"gstric_cancer","Option B","certain","Since Option A offers no chance of recurrence-free days, I prefer the certainty of Option B where the outcome is known, avoiding false hope."
"p_0.50_ce_500_patient_gstric_cancer_80_forward","patient",0.5,1000,500,"gpt-4.1-mini","forward",80,"gstric_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with a 50% chance."
"p_0.00_ce_500_doctor_gstric_cancer_50_forward","doctor",0.0,1000,500,"gpt-4.1-mini","forward",50,"gstric_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all."
"p_1.00_ce_0_patient_lung_cancer_60_reversed","patient",1.0,1000,0,"gpt-4.1-mini","reversed",60,"lung_cancer","Option B","risky","Choosing the drug that provides 1000 recurrence-free days maximizes my quality and length of life despite the advanced diagnosis."
"p_1.00_ce_500_patient_breast_cancer_60_forward","patient",1.0,1000,500,"gpt-4.1-mini","forward",60,"breast_cancer","Option A","risky","I prefer the certainty of a longer recurrence-free period to maximize quality and quantity of life during treatment."
"p_0.50_ce_1000_family_lung_cancer_70_reversed","family",0.5,1000,1000,"gpt-4.1-mini","reversed",70,"lung_cancer","Option A","certain","At my age, I prefer the certainty of guaranteed recurrence-free days rather than risking a 50% chance, valuing stability and predictability."
"p_1.00_ce_1000_doctor_breast_cancer_70_forward","doctor",1.0,1000,1000,"gpt-4.1-mini","forward",70,"breast_cancer","Option A","risky","Both options provide the same outcome with certainty, but Option A's phrasing aligns with my preference for a clear probability statement, reflecting confidence in the treatment's effectiveness."
"p_0.50_ce_0_patient_gstric_cancer_70_reversed","patient",0.5,1000,0,"gpt-4.1-mini","reversed",70,"gstric_cancer","Option B","risky","I prefer to take the chance of gaining a significant period without recurrence rather than accepting no recurrence-free days at all."
"p_0.50_ce_500_family_breast_cancer_70_forward","family",0.5,1000,500,"gpt-4.1-mini","forward",70,"breast_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with a 50% chance."
"p_0.50_ce_0_family_lung_cancer_70_forward","family",0.5,1000,0,"gpt-4.1-mini","forward",70,"lung_cancer","Option A","risky","I would prefer the chance of 1000 recurrence-free days over no benefit, even with uncertainty, because there is hope for meaningful time without recurrence."
"p_1.00_ce_500_patient_colorectal_cancer_80_forward","patient",1.0,1000,500,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option A","risky","I would choose the drug that guarantees the longest recurrence-free period to maximize quality time without cancer recurrence."
"p_0.00_ce_1000_doctor_prostate_cancer_70_forward","doctor",0.0,1000,1000,"gpt-4.1-mini","forward",70,"prostate_cancer","Option B","certain","I would choose the guaranteed outcome of 1000 recurrence-free days to maximize my quality and length of life without uncertainty."
"p_0.00_ce_500_doctor_lung_cancer_70_reversed","doctor",0.0,1000,500,"gpt-4.1-mini","reversed",70,"lung_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days over a 0% chance at a longer duration, prioritizing guaranteed quality time."
"p_0.00_ce_1000_family_colorectal_cancer_70_reversed","family",0.0,1000,1000,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to maximize quality time and reduce anxiety about treatment outcomes."
"p_1.00_ce_500_patient_gstric_cancer_50_forward","patient",1.0,1000,500,"gpt-4.1-mini","forward",50,"gstric_cancer","Option A","risky","I value the longer recurrence-free period and certainty of 1000 days, which offers me more quality time despite the advanced stage."
"p_0.00_ce_0_patient_breast_cancer_70_reversed","patient",0.0,1000,0,"gpt-4.1-mini","reversed",70,"breast_cancer","Option A","certain","I prefer the certainty of knowing the outcome rather than facing zero chance of benefit with Option B."
"p_0.00_ce_1000_patient_breast_cancer_60_reversed","patient",0.0,1000,1000,"gpt-4.1-mini","reversed",60,"breast_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to maximize quality time, rather than risking no benefit at all."
"p_1.00_ce_500_patient_breast_cancer_50_forward","patient",1.0,1000,500,"gpt-4.1-mini","forward",50,"breast_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days because maximizing the time without cancer recurrence is crucial for my quality of life and peace of mind."
"p_0.00_ce_0_family_lung_cancer_80_forward","family",0.0,1000,0,"gpt-4.1-mini","forward",80,"lung_cancer","Option B","certain","Since Option A offers no chance of recurrence-free days and Option B guarantees none, I prefer the certainty of knowing what to expect rather than false hope."
"p_0.00_ce_0_patient_lung_cancer_70_forward","patient",0.0,1000,0,"gpt-4.1-mini","forward",70,"lung_cancer","Option B","certain","Since Option A offers no chance of recurrence-free days, I prefer the certainty of knowing what to expect with Option B."
"p_1.00_ce_500_family_lung_cancer_70_forward","family",1.0,1000,500,"gpt-4.1-mini","forward",70,"lung_cancer","Option A","risky","I prefer the longer guaranteed recurrence-free period of 1000 days to maximize quality time and potential recovery."
"p_1.00_ce_500_patient_breast_cancer_70_forward","patient",1.0,1000,500,"gpt-4.1-mini","forward",70,"breast_cancer","Option A","risky","I would choose the drug that offers the longest guaranteed recurrence-free period to maximize my quality time and hope for better outcomes."
"p_0.50_ce_500_doctor_gstric_cancer_70_reversed","doctor",0.5,1000,500,"gpt-4.1-mini","reversed",70,"gstric_cancer","Option A","certain","I prefer the certainty of guaranteed 500 recurrence-free days over the risk of potentially getting nothing."
"p_0.50_ce_1000_family_lung_cancer_70_forward","family",0.5,1000,1000,"gpt-4.1-mini","forward",70,"lung_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days over the risk of no benefit with the 50% chance option."
"p_0.50_ce_1000_patient_lung_cancer_50_reversed","patient",0.5,1000,1000,"gpt-4.1-mini","reversed",50,"lung_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days over the gamble of a 50% chance, valuing stability in my remaining time."
"p_0.00_ce_500_family_lung_cancer_50_forward","family",0.0,1000,500,"gpt-4.1-mini","forward",50,"lung_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all."
"p_0.00_ce_1000_family_prostate_cancer_80_reversed","family",0.0,1000,1000,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days rather than risking no benefit at all."
"p_0.00_ce_500_family_lung_cancer_80_reversed","family",0.0,1000,500,"gpt-4.1-mini","reversed",80,"lung_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days over the uncertainty of no benefit, valuing guaranteed quality time."
